131.000 -127.000 139.000
132.000 -128.000 141.000
132.000 -128.000 143.000
134.000 -129.000 144.000
135.000 -130.000 144.000
137.000 -132.000 144.000
137.000 -133.000 146.000
138.000 -134.000 146.000
139.000 -135.000 148.000
139.000 -136.000 148.000
140.000 -138.000 150.000
142.000 -139.000 151.000
144.000 -140.000 152.000
144.000 -140.000 153.000
146.000 -140.000 155.000
148.000 -140.000 156.000
150.000 -140.000 157.000
152.000 -140.000 159.000
154.000 -141.000 160.000
154.000 -142.000 162.000
155.000 -142.000 164.000
156.000 -142.000 166.000
158.000 -142.000 166.000
160.000 -142.000 168.000
160.000 -142.000 168.000
162.000 -142.000 169.000
162.000 -144.000 171.000
164.000 -144.000 173.000
165.000 -144.000 174.000
165.000 -144.000 175.000
165.000 -145.000 176.000
166.000 -147.000 176.000
166.000 -147.000 176.000
167.000 -149.000 177.000
168.000 -149.000 178.000
170.000 -151.000 180.000
170.000 -151.000 180.000
171.000 -151.000 180.000
172.000 -153.000 180.000
172.000 -153.000 182.000
174.000 -155.000 182.000
174.000 -155.000 183.000
174.000 -156.000 185.000
175.000 -156.000 186.000
175.000 -156.000 188.000
175.000 -156.000 189.000
175.000 -158.000 191.000
175.000 -158.000 191.000
176.000 -159.000 191.000
178.000 -161.000 192.000
179.000 -162.000 192.000
181.000 -162.000 193.000
182.000 -163.000 195.000
182.000 -164.000 196.000
184.000 -165.000 198.000
185.000 -167.000 200.000
185.000 -168.000 201.000
185.000 -169.000 202.000
185.000 -169.000 202.000
186.000 -169.000 202.000
186.000 -171.000 204.000
186.000 -173.000 206.000
188.000 -174.000 206.000
190.000 -176.000 207.000
191.000 -178.000 208.000
191.000 -179.000 209.000
191.000 -181.000 211.000
193.000 -181.000 213.000
194.000 -182.000 213.000
196.000 -182.000 213.000
198.000 -183.000 213.000
200.000 -184.000 215.000
201.000 -185.000 216.000
203.000 -187.000 217.000
204.000 -187.000 217.000
206.000 -189.000 219.000
208.000 -189.000 220.000
209.000 -191.000 221.000
209.000 -192.000 221.000
209.000 -192.000 222.000
210.000 -193.000 224.000
211.000 -193.000 225.000
213.000 -195.000 225.000
213.000 -197.000 225.000
214.000 -198.000 226.000
216.000 -200.000 226.000
218.000 -201.000 226.000
219.000 -201.000 227.000
220.000 -202.000 229.000
222.000 -204.000 230.000
222.000 -206.000 232.000
222.000 -206.000 234.000
223.000 -206.000 236.000
225.000 -207.000 238.000
227.000 -207.000 240.000
228.000 -208.000 241.000
230.000 -208.000 241.000
231.000 -210.000 241.000
233.000 -210.000 243.000
234.000 -212.000 243.000
236.000 -212.000 245.000
238.000 -212.000 245.000
238.000 -212.000 246.000
240.000 -214.000 248.000
240.000 -214.000 248.000
242.000 -216.000 249.000
243.000 -218.000 251.000
244.000 -218.000 253.000
245.000 -220.000 253.000
247.000 -222.000 253.000
249.000 -224.000 254.000
250.000 -224.000 254.000
251.000 -224.000 254.000
253.000 -224.000 254.000
255.000 -225.000 255.000
255.000 -225.000 255.000
257.000 -226.000 256.000
259.000 -226.000 257.000
260.000 -228.000 259.000
261.000 -229.000 261.000
263.000 -229.000 263.000
264.000 -231.000 265.000
265.000 -231.000 267.000
267.000 -231.000 268.000
269.000 -231.000 270.000
271.000 -231.000 271.000
271.000 -231.000 271.000
272.000 -231.000 272.000
272.000 -232.000 273.000
272.000 -232.000 273.000
274.000 -233.000 274.000
275.000 -233.000 274.000
276.000 -235.000 274.000
277.000 -236.000 275.000
279.000 -237.000 277.000
281.000 -237.000 277.000
281.000 -239.000 278.000
281.000 -239.000 279.000
283.000 -239.000 281.000
283.000 -239.000 282.000
283.000 -239.000 282.000
284.000 -241.000 282.000
285.000 -242.000 284.000
285.000 -244.000 285.000
286.000 -244.000 285.000
287.000 -246.000 287.000
289.000 -246.000 288.000
289.000 -247.000 289.000
291.000 -248.000 289.000
293.000 -249.000 290.000
294.000 -249.000 292.000
295.000 -250.000 294.000
296.000 -251.000 294.000
297.000 -252.000 296.000
297.000 -252.000 298.000
299.000 -254.000 300.000
300.000 -255.000 300.000
300.000 -257.000 302.000
302.000 -258.000 303.000
304.000 -260.000 303.000
306.000 -260.000 303.000
307.000 -262.000 303.000
308.000 -263.000 305.000
309.000 -264.000 305.000
310.000 -266.000 306.000
312.000 -267.000 306.000
313.000 -267.000 308.000
313.000 -268.000 308.000
313.000 -269.000 309.000
314.000 -270.000 310.000
316.000 -270.000 312.000
317.000 -272.000 314.000
319.000 -272.000 315.000
320.000 -274.000 317.000
322.000 -275.000 317.000
322.000 -275.000 319.000
324.000 -277.000 319.000
326.000 -277.000 321.000
328.000 -277.000 321.000
330.000 -279.000 323.000
330.000 -279.000 323.000
330.000 -280.000 323.000
332.000 -280.000 324.000
333.000 -281.000 325.000
334.000 -281.000 325.000
335.000 -282.000 325.000
336.000 -282.000 325.000
338.000 -283.000 326.000
339.000 -283.000 328.000
341.000 -283.000 328.000
343.000 -284.000 328.000
345.000 -286.000 329.000
345.000 -288.000 331.000
347.000 -288.000 331.000
348.000 -289.000 332.000
349.000 -289.000 334.000
351.000 -291.000 335.000
351.000 -292.000 337.000
353.000 -294.000 337.000
355.000 -296.000 339.000
355.000 -297.000 340.000
355.000 -299.000 340.000
356.000 -301.000 342.000
357.000 -303.000 342.000
358.000 -303.000 344.000
358.000 -305.000 344.000
358.000 -306.000 344.000
359.000 -306.000 345.000
360.000 -308.000 346.000
360.000 -310.000 347.000
362.000 -312.000 347.000
363.000 -312.000 349.000
364.000 -314.000 349.000
365.000 -314.000 351.000
366.000 -316.000 352.000
367.000 -318.000 352.000
369.000 -318.000 352.000
371.000 -320.000 353.000
372.000 -322.000 353.000
372.000 -322.000 354.000
374.000 -322.000 355.000
376.000 -323.000 357.000
376.000 -325.000 358.000
376.000 -326.000 360.000
376.000 -327.000 361.000
377.000 -327.000 363.000
377.000 -327.000 365.000
378.000 -327.000 367.000
380.000 -329.000 368.000
382.000 -331.000 370.000
383.000 -332.000 372.000
383.000 -333.000 372.000
383.000 -335.000 373.000
384.000 -335.000 375.000
385.000 -336.000 376.000
385.000 -336.000 378.000
385.000 -337.000 378.000
385.000 -339.000 378.000
387.000 -340.000 380.000
389.000 -342.000 381.000
390.000 -342.000 381.000
391.000 -343.000 381.000
392.000 -344.000 383.000
394.000 -344.000 384.000
394.000 -346.000 386.000
395.000 -346.000 386.000
396.000 -346.000 388.000
397.000 -346.000 390.000
399.000 -346.000 391.000
400.000 -346.000 391.000
401.000 -347.000 392.000
403.000 -349.000 392.000
403.000 -351.000 393.000
403.000 -353.000 395.000
404.000 -355.000 397.000
405.000 -357.000 399.000
407.000 -357.000 399.000
409.000 -359.000 399.000
411.000 -361.000 400.000
412.000 -361.000 401.000
413.000 -363.000 401.000
415.000 -363.000 401.000
415.000 -363.000 401.000
417.000 -364.000 401.000
419.000 -366.000 401.000
420.000 -367.000 401.000
422.000 -369.000 403.000
424.000 -370.000 404.000
424.000 -371.000 405.000
424.000 -373.000 407.000
425.000 -373.000 409.000
427.000 -374.000 409.000
428.000 -375.000 409.000
429.000 -376.000 411.000
431.000 -377.000 413.000
432.000 -377.000 415.000
434.000 -379.000 416.000
435.000 -381.000 416.000
435.000 -382.000 418.000
436.000 -383.000 419.000
437.000 -385.000 419.000
438.000 -385.000 421.000
439.000 -386.000 422.000
440.000 -386.000 422.000
441.000 -387.000 424.000
442.000 -389.000 426.000
443.000 -390.000 426.000
445.000 -391.000 428.000
445.000 -392.000 428.000
447.000 -392.000 429.000
449.000 -393.000 431.000
451.000 -395.000 433.000
453.000 -396.000 434.000
453.000 -398.000 435.000
454.000 -400.000 437.000
454.000 -401.000 439.000
455.000 -403.000 441.000
456.000 -405.000 441.000
457.000 -407.000 443.000
459.000 -409.000 445.000
460.000 -411.000 446.000
461.000 -413.000 447.000
462.000 -414.000 449.000
464.000 -415.000 449.000
466.000 -415.000 451.000
468.000 -416.000 451.000
468.000 -418.000 453.000
470.000 -418.000 454.000
470.000 -418.000 455.000
472.000 -420.000 456.000
472.000 -421.000 456.000
473.000 -422.000 458.000
473.000 -424.000 459.000
473.000 -424.000 460.000
473.000 -424.000 462.000
475.000 -424.000 462.000
475.000 -424.000 463.000
477.000 -424.000 465.000
478.000 -424.000 467.000
479.000 -425.000 469.000
481.000 -426.000 470.000
481.000 -426.000 472.000
481.000 -427.000 474.000
481.000 -429.000 476.000
482.000 -429.000 476.000
482.000 -430.000 477.000
483.000 -431.000 478.000
485.000 -433.000 478.000
487.000 -434.000 479.000
488.000 -436.000 481.000
489.000 -438.000 482.000
489.000 -438.000 484.000
489.000 -439.000 484.000
489.000 -440.000 486.000
490.000 -440.000 486.000
491.000 -441.000 488.000
493.000 -441.000 488.000
495.000 -441.000 490.000
497.000 -441.000 492.000
498.000 -443.000 493.000
499.000 -444.000 494.000
499.000 -446.000 495.000
501.000 -446.000 496.000
501.000 -446.000 498.000
501.000 -447.000 499.000
502.000 -447.000 501.000
502.000 -447.000 501.000
504.000 -449.000 502.000
506.000 -451.000 503.000
507.000 -453.000 504.000
507.000 -454.000 504.000
509.000 -455.000 506.000
511.000 -456.000 508.000
511.000 -458.000 509.000
511.000 -458.000 511.000
512.000 -460.000 511.000
513.000 -460.000 512.000
514.000 -462.000 513.000
514.000 -464.000 515.000
516.000 -464.000 516.000
517.000 -465.000 518.000
519.000 -467.000 518.000
520.000 -468.000 520.000
522.000 -469.000 521.000
522.000 -470.000 521.000
522.000 -471.000 523.000
523.000 -471.000 525.000
525.000 -473.000 525.000
525.000 -473.000 527.000
527.000 -473.000 527.000
528.000 -474.000 527.000
528.000 -475.000 529.000
530.000 -476.000 530.000
531.000 -476.000 532.000
532.000 -477.000 533.000
533.000 -478.000 533.000
534.000 -480.000 533.000
535.000 -482.000 533.000
537.000 -482.000 533.000
538.000 -482.000 534.000
538.000 -482.000 534.000
539.000 -482.000 536.000
540.000 -482.000 536.000
542.000 -482.000 537.000
544.000 -483.000 539.000
544.000 -483.000 540.000
545.000 -485.000 541.000
547.000 -486.000 541.000
549.000 -487.000 542.000
549.000 -487.000 542.000
550.000 -487.000 542.000
550.000 -489.000 543.000
552.000 -489.000 545.000
554.000 -489.000 547.000
554.000 -491.000 548.000
554.000 -491.000 550.000
555.000 -493.000 552.000
555.000 -494.000 552.000
557.000 -496.000 553.000
558.000 -496.000 555.000
559.000 -496.000 555.000
561.000 -496.000 555.000
563.000 -498.000 556.000
564.000 -500.000 558.000
565.000 -500.000 560.000
565.000 -500.000 562.000
565.000 -502.000 564.000
567.000 -502.000 566.000
569.000 -504.000 568.000
571.000 -505.000 570.000
572.000 -506.000 572.000
574.000 -506.000 572.000
574.000 -508.000 572.000
576.000 -509.000 574.000
578.000 -509.000 576.000
579.000 -509.000 576.000
581.000 -509.000 576.000
583.000 -509.000 577.000
585.000 -509.000 578.000
586.000 -511.000 580.000
588.000 -512.000 580.000
590.000 -512.000 582.000
590.000 -513.000 584.000
590.000 -514.000 586.000
590.000 -515.000 588.000
590.000 -515.000 589.000
592.000 -517.000 591.000
594.000 -517.000 591.000
595.000 -519.000 592.000
597.000 -520.000 593.000
599.000 -520.000 595.000
599.000 -522.000 595.000
599.000 -522.000 597.000
601.000 -523.000 598.000
603.000 -525.000 598.000
605.000 -525.000 599.000
606.000 -527.000 600.000
606.000 -528.000 601.000
606.000 -530.000 602.000
608.000 -532.000 602.000
608.000 -534.000 603.000
608.000 -534.000 604.000
610.000 -534.000 606.000
611.000 -534.000 607.000
612.000 -534.000 607.000
613.000 -534.000 607.000
613.000 -535.000 608.000
615.000 -536.000 610.000
616.000 -536.000 610.000
616.000 -538.000 610.000
616.000 -538.000 612.000
618.000 -538.000 612.000
619.000 -540.000 613.000
620.000 -542.000 615.000
620.000 -543.000 615.000
621.000 -543.000 615.000
622.000 -544.000 616.000
622.000 -545.000 616.000
622.000 -547.000 616.000
623.000 -547.000 616.000
625.000 -548.000 616.000
625.000 -549.000 617.000
625.000 -549.000 619.000
627.000 -551.000 621.000
629.000 -553.000 622.000
631.000 -553.000 623.000
633.000 -555.000 623.000
634.000 -555.000 624.000
635.000 -556.000 625.000
637.000 -556.000 626.000
637.000 -558.000 628.000
638.000 -560.000 629.000
640.000 -561.000 630.000
642.000 -561.000 631.000
644.000 -563.000 631.000
644.000 -565.000 631.000
646.000 -566.000 631.000
648.000 -566.000 632.000
649.000 -567.000 634.000
649.000 -567.000 636.000
651.000 -567.000 637.000
653.000 -569.000 639.000
654.000 -571.000 639.000
654.000 -573.000 639.000
656.000 -575.000 639.000
658.000 -577.000 641.000
659.000 -579.000 642.000
661.000 -581.000 643.000
661.000 -582.000 643.000
663.000 -584.000 645.000
665.000 -585.000 645.000
666.000 -585.000 645.000
666.000 -587.000 647.000
666.000 -587.000 649.000
667.000 -587.000 650.000
669.000 -589.000 651.000
671.000 -590.000 652.000
671.000 -590.000 652.000
673.000 -590.000 654.000
673.000 -590.000 655.000
675.000 -592.000 657.000
675.000 -593.000 658.000
675.000 -594.000 658.000
675.000 -594.000 658.000
675.000 -596.000 658.000
676.000 -598.000 659.000
676.000 -599.000 661.000
678.000 -599.000 662.000
678.000 -601.000 663.000
679.000 -601.000 663.000
681.000 -601.000 665.000
681.000 -602.000 666.000
682.000 -603.000 667.000
683.000 -605.000 668.000
683.000 -607.000 668.000
684.000 -608.000 668.000
684.000 -608.000 670.000
685.000 -608.000 672.000
687.000 -608.000 674.000
688.000 -609.000 675.000
689.000 -611.000 676.000
691.000 -613.000 676.000
691.000 -614.000 678.000
692.000 -614.000 680.000
692.000 -614.000 682.000
694.000 -614.000 682.000
696.000 -614.000 683.000
698.000 -616.000 684.000
700.000 -617.000 686.000
702.000 -617.000 687.000
703.000 -619.000 687.000
705.000 -620.000 687.000
706.000 -620.000 688.000
707.000 -622.000 690.000
707.000 -623.000 690.000
709.000 -623.000 690.000
709.000 -623.000 692.000
709.000 -623.000 693.000
710.000 -625.000 693.000
710.000 -627.000 694.000
710.000 -627.000 694.000
710.000 -628.000 694.000
712.000 -630.000 694.000
712.000 -630.000 696.000
714.000 -631.000 696.000
714.000 -632.000 697.000
715.000 -634.000 699.000
715.000 -636.000 699.000
715.000 -637.000 699.000
715.000 -639.000 700.000
717.000 -641.000 701.000
717.000 -642.000 701.000
717.000 -642.000 703.000
717.000 -643.000 703.000
718.000 -645.000 704.000
720.000 -645.000 706.000
721.000 -646.000 708.000
722.000 -646.000 709.000
724.000 -646.000 711.000
726.000 -647.000 711.000
726.000 -647.000 713.000
726.000 -648.000 714.000
726.000 -650.000 716.000
727.000 -650.000 717.000
728.000 -652.000 717.000
728.000 -654.000 717.000
728.000 -655.000 719.000
728.000 -657.000 719.000
730.000 -659.000 719.000
732.000 -660.000 721.000
734.000 -660.000 721.000
734.000 -660.000 723.000
736.000 -661.000 724.000
738.000 -663.000 726.000
739.000 -665.000 728.000
740.000 -665.000 729.000
742.000 -665.000 729.000
744.000 -666.000 731.000
744.000 -667.000 733.000
745.000 -668.000 733.000
746.000 -669.000 734.000
748.000 -671.000 736.000
749.000 -672.000 738.000
749.000 -673.000 739.000
749.000 -675.000 740.000
749.000 -676.000 741.000
750.000 -677.000 741.000
751.000 -678.000 743.000
752.000 -680.000 743.000
752.000 -681.000 744.000
753.000 -681.000 744.000
754.000 -681.000 744.000
754.000 -683.000 746.000
754.000 -683.000 746.000
756.000 -684.000 747.000
757.000 -685.000 749.000
757.000 -685.000 750.000
758.000 -687.000 750.000
758.000 -688.000 750.000
759.000 -690.000 751.000
759.000 -691.000 753.000
760.000 -693.000 755.000
762.000 -694.000 757.000
763.000 -695.000 759.000
763.000 -696.000 760.000
764.000 -696.000 760.000
765.000 -697.000 760.000
767.000 -697.000 760.000
767.000 -697.000 761.000
767.000 -699.000 761.000
769.000 -701.000 763.000
771.000 -702.000 764.000
773.000 -703.000 764.000
774.000 -703.000 766.000
776.000 -704.000 767.000
776.000 -706.000 768.000
778.000 -708.000 768.000
780.000 -710.000 768.000
781.000 -710.000 769.000
783.000 -711.000 769.000
783.000 -712.000 770.000
783.000 -712.000 770.000
785.000 -712.000 771.000
785.000 -714.000 771.000
785.000 -715.000 772.000
786.000 -717.000 774.000
787.000 -718.000 775.000
789.000 -720.000 776.000
789.000 -720.000 777.000
790.000 -722.000 777.000
790.000 -722.000 779.000
791.000 -723.000 779.000
793.000 -724.000 779.000
795.000 -726.000 779.000
797.000 -728.000 780.000
798.000 -729.000 782.000
799.000 -729.000 782.000
799.000 -729.000 784.000
801.000 -730.000 784.000
801.000 -730.000 784.000
802.000 -730.000 785.000
803.000 -732.000 785.000
805.000 -734.000 787.000
805.000 -735.000 788.000
806.000 -736.000 789.000
806.000 -738.000 789.000
806.000 -739.000 790.000
807.000 -740.000 792.000
808.000 -740.000 792.000
810.000 -742.000 793.000
810.000 -743.000 793.000
812.000 -743.000 795.000
812.000 -745.000 797.000
814.000 -746.000 798.000
814.000 -748.000 798.000
815.000 -748.000 799.000
815.000 -749.000 799.000
817.000 -749.000 801.000
818.000 -751.000 801.000
820.000 -753.000 801.000
820.000 -753.000 803.000
820.000 -753.000 803.000
821.000 -753.000 805.000
822.000 -753.000 806.000
823.000 -754.000 807.000
824.000 -755.000 809.000
824.000 -756.000 810.000
824.000 -756.000 811.000
824.000 -757.000 812.000
825.000 -758.000 813.000
826.000 -760.000 814.000
826.000 -760.000 815.000
826.000 -762.000 815.000
827.000 -763.000 816.000
827.000 -765.000 818.000
829.000 -767.000 818.000
831.000 -769.000 820.000
831.000 -769.000 822.000
833.000 -770.000 823.000
833.000 -772.000 825.000
834.000 -772.000 825.000
835.000 -773.000 826.000
835.000 -773.000 826.000
835.000 -775.000 828.000
836.000 -777.000 830.000
838.000 -779.000 832.000
838.000 -780.000 834.000
838.000 -781.000 834.000
840.000 -782.000 835.000
842.000 -782.000 835.000
844.000 -783.000 836.000
846.000 -783.000 837.000
846.000 -784.000 838.000
847.000 -785.000 839.000
848.000 -786.000 840.000
849.000 -786.000 841.000
849.000 -786.000 843.000
851.000 -786.000 845.000
852.000 -787.000 845.000
854.000 -787.000 845.000
854.000 -787.000 845.000
855.000 -787.000 845.000
857.000 -787.000 847.000
858.000 -787.000 848.000
858.000 -788.000 848.000
860.000 -790.000 848.000
861.000 -790.000 849.000
861.000 -790.000 849.000
861.000 -791.000 851.000
863.000 -792.000 851.000
863.000 -794.000 851.000
864.000 -794.000 851.000
866.000 -795.000 853.000
867.000 -795.000 855.000
867.000 -796.000 856.000
867.000 -797.000 857.000
868.000 -799.000 858.000
869.000 -799.000 859.000
870.000 -801.000 860.000
870.000 -802.000 860.000
871.000 -803.000 862.000
872.000 -803.000 862.000
872.000 -803.000 864.000
872.000 -805.000 864.000
872.000 -806.000 866.000
873.000 -808.000 867.000
875.000 -809.000 868.000
876.000 -811.000 870.000
876.000 -812.000 871.000
877.000 -814.000 873.000
878.000 -814.000 875.000
879.000 -816.000 875.000
881.000 -818.000 876.000
882.000 -820.000 877.000
884.000 -820.000 879.000
885.000 -821.000 881.000
887.000 -822.000 882.000
888.000 -824.000 883.000
889.000 -825.000 885.000
891.000 -827.000 886.000
891.000 -829.000 888.000
891.000 -829.000 889.000
891.000 -829.000 891.000
893.000 -831.000 893.000
893.000 -832.000 893.000
893.000 -833.000 895.000
893.000 -834.000 897.000
895.000 -834.000 899.000
895.000 -835.000 899.000
895.000 -835.000 900.000
897.000 -835.000 900.000
898.000 -835.000 901.000
898.000 -836.000 903.000
900.000 -836.000 904.000
902.000 -838.000 904.000
902.000 -840.000 905.000
904.000 -840.000 905.000
905.000 -842.000 906.000
906.000 -842.000 908.000
907.000 -842.000 910.000
907.000 -844.000 911.000
907.000 -844.000 913.000
907.000 -845.000 915.000
909.000 -846.000 915.000
910.000 -846.000 917.000
912.000 -846.000 919.000
913.000 -846.000 921.000
915.000 -848.000 923.000
915.000 -849.000 925.000
915.000 -849.000 925.000
915.000 -850.000 927.000
916.000 -852.000 927.000
918.000 -854.000 929.000
919.000 -855.000 930.000
921.000 -855.000 931.000
923.000 -855.000 933.000
924.000 -857.000 933.000
926.000 -859.000 933.000
927.000 -859.000 934.000
929.000 -859.000 934.000
929.000 -860.000 936.000
929.000 -860.000 937.000
930.000 -860.000 938.000
931.000 -862.000 938.000
933.000 -863.000 940.000
934.000 -863.000 940.000
935.000 -865.000 942.000
937.000 -867.000 944.000
939.000 -868.000 946.000
941.000 -869.000 946.000
943.000 -871.000 947.000
944.000 -871.000 949.000
944.000 -872.000 949.000
945.000 -872.000 951.000
945.000 -874.000 952.000
945.000 -876.000 954.000
945.000 -876.000 956.000
947.000 -878.000 957.000
949.000 -880.000 957.000
951.000 -882.000 958.000
951.000 -883.000 958.000
953.000 -883.000 958.000
955.000 -883.000 958.000
957.000 -883.000 959.000
957.000 -884.000 960.000
959.000 -885.000 960.000
960.000 -886.000 961.000
961.000 -887.000 961.000
961.000 -887.000 961.000
962.000 -887.000 963.000
962.000 -887.000 964.000
963.000 -889.000 965.000
963.000 -891.000 965.000
964.000 -893.000 966.000
966.000 -893.000 968.000
966.000 -895.000 969.000
967.000 -895.000 969.000
969.000 -897.000 970.000
969.000 -897.000 972.000
970.000 -899.000 974.000
970.000 -901.000 974.000
972.000 -903.000 976.000
973.000 -903.000 978.000
975.000 -904.000 980.000
975.000 -905.000 982.000
975.000 -906.000 984.000
976.000 -906.000 986.000
977.000 -906.000 986.000
977.000 -907.000 987.000
977.000 -909.000 987.000
977.000 -909.000 988.000
977.000 -909.000 989.000
978.000 -909.000 990.000
978.000 -911.000 990.000
978.000 -912.000 991.000
980.000 -913.000 991.000
981.000 -913.000 993.000
982.000 -915.000 995.000
984.000 -916.000 995.000
984.000 -917.000 995.000
986.000 -919.000 997.000
986.000 -919.000 999.000
987.000 -920.000 999.000
987.000 -922.000 999.000
988.000 -924.000 1000.000
988.000 -926.000 1000.000
989.000 -927.000 1000.000
989.000 -927.000 1001.000
989.000 -929.000 1003.000
990.000 -930.000 1004.000
992.000 -930.000 1005.000
993.000 -931.000 1005.000
994.000 -931.000 1006.000
996.000 -931.000 1007.000
996.000 -932.000 1008.000
998.000 -934.000 1009.000
1000.000 -934.000 1011.000
1001.000 -935.000 1011.000
1001.000 -937.000 1012.000
1001.000 -937.000 1014.000
1002.000 -939.000 1014.000
1003.000 -940.000 1015.000
1004.000 -941.000 1016.000
1004.000 -942.000 1018.000
1005.000 -943.000 1019.000
